lemma,Count,part_of_speech,hyponyms
space,5,noun,absolute space;mathematical space;outer space;phase space|angle;cavity;compartment;crenel;enclosure;expanse;hole;opening;pleural space;pocket;subarachnoid space;swath;void|airspace;crawlspace;disk space;flies;key;no-parking zone;parking space;seat;separation;terreplein;workspace|indentation;margin|hair space
space heater,12,noun,electric heater
space vehicle,13,noun,lander;lunar excursion module;space capsule;space shuttle;starship
spacecraft,10,noun,lander;lunar excursion module;space capsule;space shuttle;starship
spaceman,8,noun,spacewalker
spacing,7,noun,concentration;distance;distribution;openness
spaciousness,12,noun,airiness;seating capacity
spade,5,noun,ditch spade;garden spade
spade,5,verb,ridge
spadefoot,9,noun,plains spadefoot;southern spadefoot;western spadefoot
spadefoot toad,14,noun,plains spadefoot;southern spadefoot;western spadefoot
spaghetti sauce,15,noun,bolognese pasta sauce;carbonara;marinara;tomato sauce
spain,5,noun,logrono
span,4,noun,attention span|doubleton|bailey bridge;cantilever bridge;cattle guard;covered bridge;drawbridge;footbridge;overpass;pontoon bridge;rope bridge;steel arch bridge;suspension bridge;toll bridge;trestle bridge;truss bridge;viaduct
spaniard,8,noun,castillian;catalan
spaniel,7,noun,brittany spaniel;clumber;cocker spaniel;field spaniel;springer spaniel;sussex spaniel;water spaniel
spanish,7,noun,castilian;judeo-spanish;mexican spanish
spanish american,16,noun,criollo
spanish mackerel,16,noun,cero;king mackerel;scomberomorus maculatus;sierra
spanish monetary unit,21,noun,peseta
spanish onion,13,noun,purple onion
spanish pointer,15,noun,german short-haired pointer;vizsla
spanner,7,noun,adjustable wrench;allen wrench;alligator wrench;box wrench;brace wrench;bulldog wrench;carriage wrench;dog wrench;hook wrench;lug wrench;open-end wrench;pin wrench;screw key;socket wrench;sparkplug wrench;tap wrench;torque wrench
spar,4,noun,calcite;feldspar|boom;bowsprit;dolphin striker;gaff;jibboom;mast;sprit;yard
spare,5,verb,favor
spareness,9,noun,bonyness;skinniness;slenderness;wiriness
spare-time activity,19,noun,speleology
sparid,6,noun,pinfish;sheepshead;snapper
sparid fish,11,noun,pinfish;sheepshead;snapper
sparing,7,verb,favor
spark,5,noun,brush discharge;corona discharge;flashover
sparkle,7,verb,lather;seethe
sparkling,9,verb,lather;seethe
sparkling wine,14,noun,champagne;cold duck
sparrow,7,noun,english sparrow;tree sparrow
spasm,5,noun,blepharospasm;charley horse;crick;myoclonus;opisthotonos;tenesmus;trismus;twitch;writer's cramp|bronchospasm;cardiospasm;heave;laryngismus
spasmolytic,11,noun,atropine
spat,4,verb,bravo
spate,5,noun,flood;haymow|debris surge;onrush
spatial arrangement,19,noun,concentration;distance;distribution;openness
spatial property,16,noun,asymmetry;dimensionality;directionality;obliqueness;shape;symmetry
spatial relation,16,noun,angular position;anteriority;centrality;coincidence;dead center;direction;gradient;horizontality;inwardness;malposition;marginality;northernness;occlusion;outwardness;placement;point of view;posteriority;room;slot;southernness;tilt;verticality
spatiality,10,noun,asymmetry;dimensionality;directionality;obliqueness;shape;symmetry
spatter,7,verb,puddle;slosh
spattered,9,verb,puddle;slosh
spattering,10,verb,puddle;slosh
spatula,7,noun,palette knife;putty knife;slice
spavin,6,noun,blood spavin;bog spavin;bone spavin
spawn,5,noun,roe
spawn,5,verb,spat
spay,4,verb,defeminize
spayed,6,verb,defeminize
spaying,7,verb,defeminize
speak,5,verb,babble;bark;bay;begin;blubber;blurt out;bumble;cackle;chatter;chatter;deliver;drone;enthuse;generalize;gulp;hiss;lip off;mumble;murmur;open up;peep;rant;rasp;read;shout;sing;slur;snap;snivel;speak in tongues;speak up;swallow;talk of;tone;tone;troll;verbalize;vocalize;whiff;whisper;yack|chat up;cheek;continue;converse;dish the dirt;dogmatize;hold forth;level;monologuize;orate;pontificate;rap;spiel;talk down;talk turkey|run on;slang;smatter|blaze away;harangue;keynote;memorialize
speak out,9,verb,editorialize
speak up,8,verb,editorialize
speaker,7,noun,alliterator;caller;chatterer;conversationalist;dictator;drawler;driveller;ejaculator;growler;inquirer;lecturer;lisper;mentioner;motormouth;mutterer;narrator;native speaker;orator;prattler;ranter;reciter;stammerer;stentor;talking head;venter;vociferator;voicer;wailer;whisperer;witness|bullhorn;squawk box;subwoofer;tannoy;tweeter;woofer
speaker system,14,noun,bullhorn;squawk box;subwoofer;tannoy;tweeter;woofer
speaker unit,12,noun,bullhorn;squawk box;subwoofer;tannoy;tweeter;woofer
speaking,8,noun,speech;whisper|debate;recitation
speaking,8,verb,babble;bark;bay;begin;blubber;blurt out;bumble;cackle;chatter;chatter;deliver;drone;enthuse;generalize;gulp;hiss;lip off;mumble;murmur;open up;peep;rant;rasp;read;shout;sing;slur;snap;snivel;speak in tongues;speak up;swallow;talk of;tone;tone;troll;verbalize;vocalize;whiff;whisper;yack|chat up;cheek;continue;converse;dish the dirt;dogmatize;hold forth;level;monologuize;orate;pontificate;rap;spiel;talk down;talk turkey|run on;slang;smatter|blaze away;harangue;keynote;memorialize
spear,5,noun,assegai;javelin;trident|harpoon;leister
spec,4,noun,computer architecture;network architecture
special effect,14,noun,stage effect
specialise,10,verb,spell out|overspecialize
specialised,11,verb,spell out|overspecialize
specialiser,11,noun,attache;canonist;criminologist;crystallographer;dietician;educationist;enologist;fingerprint expert;germanist;graphic designer;graphologist;interior designer;limnologist;meteorologist;optometrist;orientalist;teutonist;tree surgeon
specialist,10,noun,attache;canonist;criminologist;crystallographer;dietician;educationist;enologist;fingerprint expert;germanist;graphic designer;graphologist;interior designer;limnologist;meteorologist;optometrist;orientalist;teutonist;tree surgeon|anesthesiologist;baby doctor;cardiologist;chiropodist;dermatologist;diagnostician;diplomate;ear doctor;embryologist;endocrinologist;ent man;gerontologist;gynecologist;hematologist;hygienist;internist;neurologist;obstetrician;oncologist;ophthalmologist;orthopedist;orthoptist;proctologist;psychiatrist;radiographer;radiologist;rheumatologist;urologist
speciality,10,noun,green thumb|idiosyncrasy
specialize,10,verb,overspecialize|spell out
specialized,11,verb,overspecialize|spell out
specializer,11,noun,attache;canonist;criminologist;crystallographer;dietician;educationist;enologist;fingerprint expert;germanist;graphic designer;graphologist;interior designer;limnologist;meteorologist;optometrist;orientalist;teutonist;tree surgeon
specialness,11,noun,idiosyncrasy|specificity;specificity
specialty,9,noun,green thumb|idiosyncrasy
specie,6,noun,coin
species,7,noun,bacteria species;endangered species;fish species;type species|coin
specification,13,noun,computer architecture;network architecture
specified,9,verb,provide|define;name;quantify;reset|determine;redefine|spell out|concretize|calculate;design;mean;slate|dedicate;detail
specify,7,verb,provide|define;name;quantify;reset|determine;redefine|spell out|concretize|calculate;design;mean;slate|dedicate;detail
specimen,8,noun,cytologic specimen
specious argument,17,noun,special pleading;straw man;vicious circle
speck,5,noun,chylomicron;flyspeck;grain;grinding;identification particle|snuff
speckle,7,noun,facula;facula;macule;nebula;parhelion;plaque;speck;splash;sunspot;worn spot
speckless,9,noun,facula;facula;macule;nebula;parhelion;plaque;speck;splash;sunspot;worn spot
specs,5,noun,bifocals;goggles;lorgnette;pince-nez;sunglasses|computer architecture;network architecture
spectacle,9,noun,bullfight;naumachy
spectacles,10,noun,bifocals;goggles;lorgnette;pince-nez;sunglasses|bullfight;naumachy
spectator,9,noun,browser;bystander;cheerer;eyewitness;gawker;moviegoer;ogler;onlooker;playgoer;rubberneck;spy;starer;voyeur
specter,7,noun,flying dutchman
spectral color,14,noun,blond;blue;brown;complementary color;green;olive;orange;pastel;pink;purple;red;salmon;yellow
spectral colour,15,noun,blond;blue;brown;complementary color;green;olive;orange;pastel;pink;purple;red;salmon;yellow
spectre,7,noun,flying dutchman
spectrogram,11,noun,visible speech
spectrograph,12,noun,sound spectrograph|visible speech
spectrographic analysis,23,noun,mass spectroscopy;microwave spectroscopy
spectrometer,12,noun,mass spectrograph
spectrometry,12,noun,mass spectroscopy;microwave spectroscopy
spectroscope,12,noun,mass spectrometer;spectrograph
spectroscopic analysis,22,noun,mass spectroscopy;microwave spectroscopy
spectroscopy,12,noun,mass spectroscopy;microwave spectroscopy
spectrum,8,noun,absorption spectrum;action spectrum;atomic spectrum;electromagnetic spectrum;emission spectrum;infrared spectrum;line spectrum;mass spectrum;microwave spectrum;radio spectrum;sound spectrum;ultraviolet spectrum;visible spectrum
spectrum analysis,17,noun,mass spectroscopy;microwave spectroscopy
spectrum line,13,noun,fine structure
speculate,9,verb,explicate;reconstruct|guess;suppose|bethink;cogitate;introspect;premeditate;puzzle;study;theologize;wonder|bull
speculation,11,noun,divination|gamble;pyramid;smart money
speculator,10,noun,hedger;operator;scalper;venture capitalist
speech,6,noun,allocution;colloquium;dithyramb;impromptu;inaugural address;lecture;litany;oratory;public speaking;sermon|conversation;dictation;discussion;idiolect;monologue;non-standard speech;pronunciation;saying;soliloquy;spell;words|address;catch;elocution;modulation;prosody;shibboleth;tone;tongue|curtain lecture;sermon|aside;cue;monologue;soliloquy;throwaway
speech act,10,noun,address;affirmation;agreement;boast;challenge;citation;command;congratulation;denial;denunciation;description;disagreement;disclosure;explanation;informing;naming;objection;offer;promise;proposal;rejection;reply;request;resignation;slander
speech communication,20,noun,conversation;dictation;discussion;idiolect;monologue;non-standard speech;pronunciation;saying;soliloquy;spell;words
speech defect,13,noun,anarthria;aphonia;cataphasia;dysarthria;dyslogia;dysphonia;lallation;lambdacism;lisp;stammer
speech disorder,15,noun,anarthria;aphonia;cataphasia;dysarthria;dyslogia;dysphonia;lallation;lambdacism;lisp;stammer
speech organ,12,noun,articulator;glottis;larynx
speech pattern,14,noun,drawl
speech production,17,noun,speech;whisper
speech sound,12,noun,consonant;orinasal phone;phoneme;semivowel;sonant;vowel
speechifier,11,noun,elocutionist;eulogist;haranguer;spellbinder;tub-thumper
speechmaker,11,noun,elocutionist;eulogist;haranguer;spellbinder;tub-thumper
speechmaking,12,noun,debate;recitation
speed,5,noun,airspeed;angular velocity;escape velocity;groundspeed;hypervelocity;muzzle velocity;peculiar velocity;radial velocity;speed of light;steerageway;terminal velocity|execution speed;graduality;haste|acceleration;deceleration;scud|amphetamine sulfate;benzedrine;dextroamphetamine sulphate;methamphetamine
speed,5,verb,barge;dart;tear|brisk|flit;run;zoom
speed indicator,15,noun,machmeter
speed up,8,verb,brisk
speedboat,9,noun,hydrofoil
speediness,10,noun,dispatch;fleetness;immediacy;promptness
speeding,8,noun,acceleration;deceleration;scud
speeding,8,verb,barge;dart;tear|brisk|flit;run;zoom
speedometer,11,noun,machmeter
speedwell,9,noun,common speedwell;corn speedwell;field speedwell;germander speedwell;purslane speedwell;thyme-leaved speedwell
spell,5,noun,fascination;possession|cold spell;hot spell;snap|hex;incantation
spell,5,verb,misspell|hyphenate;spell out
spell out,9,verb,misspell
spelling,8,noun,misspelling
spelling,8,verb,misspell|hyphenate;spell out
spelt,5,verb,misspell|hyphenate;spell out
spend,5,verb,serve;slum;sojourn;soldier;summer;vacation;weekend;while away;winter|afford;blow;consume;consume;invest;lay out;misspend;misspend;penny-pinch;piddle;save;underspend;wanton|overspend;underspend
spend a penny,13,verb,stale;wet
spend-all,9,noun,big spender
spender,7,noun,big spender
spending,8,noun,deficit spending;expending|cost;expense;transfer payment
spending,8,verb,serve;slum;sojourn;soldier;summer;vacation;weekend;while away;winter|afford;blow;consume;consume;invest;lay out;misspend;misspend;penny-pinch;piddle;save;underspend;wanton|overspend;underspend
spendthrift,11,noun,big spender
spent,5,verb,serve;slum;sojourn;soldier;summer;vacation;weekend;while away;winter|afford;blow;consume;consume;invest;lay out;misspend;misspend;penny-pinch;piddle;save;underspend;wanton|overspend;underspend
spermatophyte,13,noun,angiosperm;balsam;gymnosperm;seedling
spermophile,11,noun,antelope squirrel;arctic ground squirrel;flickertail;mantled ground squirrel;rock squirrel;suslik
sphacelus,9,noun,dry gangrene;gas gangrene|myonecrosis
sphecoid,8,noun,digger wasp;mason wasp;mud dauber
sphecoid wasp,13,noun,digger wasp;mason wasp;mud dauber
sphenisciform seabird,21,noun,penguin
sphere,6,noun,distaff;front;kingdom;lap;political arena;preserve;province|globe|department|ball;conglomeration;drop
spherical polygon,17,noun,spherical triangle
spheroid joint,14,noun,hip;shoulder
sphincter,9,noun,anal sphincter;bladder sphincter;musculus sphincter ductus choledochi;musculus sphincter ductus pancreatici;physiological sphincter;pupillary sphincter;pyloric sphincter;urethral sphincter
sphincter muscle,16,noun,anal sphincter;bladder sphincter;musculus sphincter ductus choledochi;musculus sphincter ductus pancreatici;physiological sphincter;pupillary sphincter;pyloric sphincter;urethral sphincter
sphingid,8,noun,death's-head moth;manduca quinquemaculata;manduca sexta
sphinx moth,11,noun,death's-head moth;manduca quinquemaculata;manduca sexta
spice,5,noun,stacte|allspice;chinese anise;cinnamon;clove;fennel;five spice powder;ginger;mace;nutmeg|hotness;nip;pungency
spice,5,verb,salt|ginger;pepper
spice tree,10,noun,allspice;allspice tree;clove;nutmeg
spice up,8,verb,ginger;pepper|salt
spicery,7,noun,hotness;nip;pungency
spiciness,9,noun,hotness;nip;pungency
spider,6,noun,barn spider;black and gold garden spider;black widow;comb-footed spider;garden spider;orb-weaving spider;tarantula;trap-door spider;wolf spider
spider crab,11,noun,european spider crab;giant crab
spider mite,11,noun,red spider
spider orchid,13,noun,early spider orchid
spider web,10,noun,cobweb;funnel web;orb web;sheet web
spiderflower,12,noun,rocky mountain bee plant;spider flower
spider's web,12,noun,cobweb;funnel web;orb web;sheet web
spiderwort,10,noun,st.-bruno's-lily
spiel,5,verb,bang out;bugle;fiddle;jazz;misplay;modulate;prelude;rag;replay;reprise;riff;slur;tongue
spigot,6,noun,mixing faucet;stopcock;water faucet
spike,5,noun,crampon;piton;pricket|mealie|gaff
spike,5,verb,pin;spear
spike moss,10,noun,desert selaginella;florida selaginella;meadow spikemoss;resurrection plant;rock spikemoss
spike rush,10,noun,creeping spike rush;needle spike rush;water chestnut
spiked,6,verb,pin;spear
spikelet,8,noun,glochidium
spikemoss,9,noun,desert selaginella;florida selaginella;meadow spikemoss;resurrection plant;rock spikemoss
spile,5,noun,sheet pile
spill,5,noun,pratfall;wipeout
spill,5,verb,overflow|seed
spin,4,noun,backspin;english;topspin|birling;pirouette
spin,4,verb,whirligig|centrifuge|sugarcoat
spin around,11,verb,whirligig
spinal,6,noun,saddle block anesthesia
spinal anaesthesia,18,noun,saddle block anesthesia
spinal anaesthetic,18,noun,piperocaine
spinal anesthesia,17,noun,saddle block anesthesia
spinal anesthetic,17,noun,piperocaine
spinal column,13,noun,chine;notochord
spinal curvature,16,noun,dowager's hump;kyphosis;lordosis;scoliosis
spinal nerve,12,noun,cervical nerve;coccygeal nerve;femoral nerve;lumbar nerve;phrenic nerve;sacral nerve;thoracic nerve
