lemma,Count,part_of_speech,hypernyms
coprolite,9,noun,droppings
coprolith,9,noun,mass
coprophagia,11,noun,eating
coprophagy,10,noun,eating
copse,5,noun,vegetation
copt,4,noun,egyptian|christian
coptic,6,noun,egyptian
coptic church,13,noun,church
coptis,6,noun,magnoliid dicot genus
coptis groenlandica,19,noun,herb
coptis trifolia groenlandica,28,noun,herb
copula,6,noun,verb
copulate,8,verb,join
copulation,10,noun,sexual activity
copulative,10,noun,verb
copulative conjunction,22,noun,conjunction
copy,4,noun,written record|representation|text|material
copy,4,verb,write|reproduce|duplicate|make
copy editing,12,noun,editing
copy editor,11,noun,editor
copy out,8,verb,copy
copybook,8,noun,book
copycat,7,noun,person
copyedit,8,verb,edit
copyhold,8,noun,tenure
copyholder,10,noun,mechanical device
copying,7,noun,repetition
copying,7,verb,write|reproduce|duplicate|make
copyist,7,noun,employee
copyread,8,verb,edit
copyreader,10,noun,editor
copyright,9,noun,document;legal right
copyright,9,verb,procure
copyright infringement,22,noun,violation
copyrighted,11,verb,procure
copywriter,10,noun,employee
coq au vin,10,noun,dish
coquet,6,verb,talk
coquetry,8,noun,play
coquette,8,noun,woman
coquette,8,verb,talk
coquilla nut,12,noun,seed
coquille,8,noun,dish|dish
coquilles saint-jacques,23,noun,dish
cor anglais,11,noun,double-reed instrument
cor pulmonale,13,noun,hypertrophy
coracan,7,noun,millet
coracias,8,noun,bird genus
coracias garrulus,17,noun,roller
coraciidae,10,noun,bird family
coraciiform bird,16,noun,bird
coraciiformes,13,noun,animal order
coracle,7,noun,small boat
coragyps,8,noun,bird genus
coragyps atratus,16,noun,new world vulture
corakan,7,noun,millet
coral,5,noun,pink|opaque gem|roe|anthozoan
coral bean,10,noun,tree
coral bean tree,15,noun,coral tree
coral bush,10,noun,shrub
coral drops,11,noun,flower
coral fungus,12,noun,fungus
coral gem,9,noun,subshrub
coral honeysuckle,17,noun,honeysuckle
coral necklace,14,noun,herb
coral pea,9,noun,vine
coral reef,10,noun,reef
coral root,10,noun,orchid
coral snake,11,noun,elapid|elapid
coral tree,10,noun,tree
coral vine,10,noun,coral pea
coralbells,10,noun,alumroot
coralberry,10,noun,shrub|shrub
corallorhiza,12,noun,monocot genus
corallorhiza maculata,21,noun,coral root
corallorhiza striata,20,noun,coral root
corallorhiza trifida,20,noun,coral root
coralroot,9,noun,bittercress
coral-root bittercress,22,noun,bittercress
coralwood,9,noun,tree
coral-wood,10,noun,tree
coralwort,9,noun,bittercress
corbel,6,noun,bracket
corbel,6,verb,supply
corbel arch,11,noun,arch
corbel step,11,noun,step
corbie gable,12,noun,gable
corbiestep,10,noun,step
corbie-step,11,noun,step
corbina,7,noun,whiting
corchorus,9,noun,subshrub|dilleniid dicot genus
cord,4,noun,line|volume unit|conductor|fabric
cord,4,verb,stack|tie
cord blood,10,noun,blood
cord grass,10,noun,grass
cordage,7,noun,measure|rope
cordaitaceae,12,noun,gymnosperm family
cordaitales,11,noun,plant order
cordaites,9,noun,gymnosperm genus
cordarone,9,noun,antiarrhythmic
cordate leaf,12,noun,simple leaf
corded,6,verb,stack|tie
cordgrass,9,noun,grass
cordia,6,noun,dicot genus
cordia alliodora,16,noun,angiospermous tree
cordia gerascanthus,19,noun,tree
cordial,7,noun,alcohol
cordial reception,17,noun,welcome
cordiality,10,noun,friendliness
cordierite,10,noun,mineral
cordite,7,noun,explosive compound
corditis,8,noun,inflammation
cordoba,7,noun,nicaraguan monetary unit
cordon,6,noun,series|insignia|adornment
cordon bleu,11,noun,chef|badge
cordon off,10,verb,enclose
cordovan,8,noun,leather
cords,5,noun,trouser|line|volume unit|conductor|fabric
cords,5,verb,stack|tie
corduroy,8,noun,fabric|road
corduroy,8,verb,construct
corduroys,9,noun,trouser|fabric|road
corduroys,9,verb,construct
cordwood,8,noun,firewood
cordylidae,10,noun,reptile genus
cordyline,9,noun,liliid monocot genus
cordyline australis,19,noun,tree
cordyline terminalis,20,noun,shrub
cordylus,8,noun,reptile genus
core,4,noun,set|center|center|content|sample|nongovernmental organization|meaning|torus|chamber|bar
core,4,verb,hollow
core bit,8,noun,drilling bit
core drill,10,noun,drill
core dump,9,noun,dump
core group,10,noun,set
core memory,11,noun,random-access memory
core out,8,verb,empty
coreference,11,noun,grammatical relation
coregonidae,11,noun,fish family
coregonus,9,noun,fish genus
coregonus artedi,16,noun,whitefish
coregonus clupeaformis,22,noun,whitefish
coreid,6,noun,hemipterous insect
coreid bug,10,noun,hemipterous insect
coreidae,8,noun,arthropod family
coreligionist,13,noun,religious person
coreopsis,9,noun,herb
coreopsis gigantea,18,noun,coreopsis
coreopsis maritima,18,noun,coreopsis
coreopsis tinctoria,19,noun,coreopsis
corer,5,noun,device
corespondent,12,noun,codefendant
co-respondent,13,noun,codefendant
corgard,7,noun,beta blocker
corgi,5,noun,dog
coriander,9,noun,herb|flavorer|herb
coriander plant,15,noun,herb
coriander seed,14,noun,flavorer
coriandrum,10,noun,rosid dicot genus
coriandrum sativum,18,noun,herb
coricidin,9,noun,antihistamine
corinthian,10,noun,hedonist|greek
corinthian order,16,noun,order
coriolis effect,15,noun,consequence
coriolis force,14,noun,force
corium,6,noun,stratum
corixa,6,noun,arthropod genus
corixidae,9,noun,arthropod family
cork,4,noun,bark;plant material|bark|plug|float
cork,4,verb,plug|stuff
cork jacket,11,noun,life preserver
cork oak,8,noun,oak
cork tree,9,noun,tree|coral tree
cork up,7,verb,plug
corkage,7,noun,service charge
corkboard,9,noun,insulating material
corked,6,verb,plug|stuff
corker,6,noun,message|machine
corking,7,verb,plug|stuff
corkscrew,9,noun,bottle opener
corkscrew,9,verb,turn
corkscrew flower,16,noun,legume
corkwood,8,noun,shrub
corkwood family,15,noun,dicot family
corkwood tree,13,noun,shrub
corm,4,noun,stalk
cormorant,9,noun,pelecaniform seabird
cormous plant,13,noun,vascular plant
corn,4,noun,cereal|kernel|grain|callosity|cereal|whiskey|mawkishness
corn,4,verb,feed|preserve
corn beef,9,noun,beef
corn borer,10,noun,caterpillar|pyralid
corn borer moth,15,noun,pyralid
corn cake,9,noun,cornbread
corn campion,12,noun,weed
corn chamomile,14,noun,composite
corn chip,9,noun,snack food
corn chowder,12,noun,chowder
corn cob,8,noun,core
corn cockle,11,noun,weed
corn dab,8,noun,cornbread
corn dance,10,noun,rain dance
corn dodger,11,noun,cornbread
corn earworm,12,noun,bollworm
corn exchange,13,noun,exchange
corn field,10,noun,grainfield
corn flake,10,noun,cold cereal
corn fritter,12,noun,fritter
corn gluten,11,noun,gluten
corn gluten feed,16,noun,feed
corn lily,9,noun,iridaceous plant
corn liquor,11,noun,corn whiskey
corn marigold,13,noun,chrysanthemum
corn mayweed,12,noun,herb|composite
corn mint,9,noun,mint
corn muffin,11,noun,muffin
corn oil,8,noun,vegetable oil
corn poppy,10,noun,poppy
corn pudding,12,noun,pudding
corn salad,10,noun,herb
corn silk,9,noun,style
corn smut,9,noun,smut
corn snake,10,noun,rat snake
corn snow,9,noun,snow
corn speedwell,14,noun,veronica
corn spurrey,12,noun,weed
corn spurry,11,noun,weed
corn stalk,10,noun,stalk
corn sugar,10,noun,glucose|sugar
corn syrup,10,noun,syrup
corn tash,9,noun,cornbread
corn whiskey,12,noun,whiskey
corn whisky,11,noun,whiskey
cornaceae,9,noun,rosid dicot family
cornbread,9,noun,quick bread
corncob,7,noun,core
corncrake,9,noun,crake
corncrib,8,noun,crib
cornea,6,noun,membrane
corneal graft,13,noun,plastic surgery;transplant
corneal transplant,18,noun,plastic surgery;transplant
corned,6,verb,feed|preserve
corned beef,11,noun,beef
corned beef hash,16,noun,hash
cornel,6,noun,angiospermous tree
cornelian,9,noun,chalcedony
cornelian cherry,16,noun,dogwood
corner,6,noun,area|point|area|intersection|point|concave shape|monopoly|predicament|part|area|structure
corner,6,verb,control|steer|turn
corner kick,11,noun,free kick
corner man,10,noun,minstrel
corner pocket,13,noun,pocket
corner post,11,noun,post
cornerback,10,noun,football player
cornered,8,verb,control|steer|turn
cornerstone,11,noun,assumption|stone|stone
cornet,6,noun,brass
cornetfish,10,noun,teleost fish
cornetist,9,noun,musician
corneum,7,noun,stratum
cornfield,9,noun,grainfield
cornflour,9,noun,starch
cornflower,10,noun,bellwort|flower
cornflower aster,16,noun,flower
cornhusk,8,noun,husk
cornhusker,10,noun,worker|american
cornhusking,11,noun,bee|denudation
cornice,7,noun,framework|molding|projection
cornice,7,verb,supply
cornish,7,noun,brythonic|domestic fowl
cornish fowl,12,noun,domestic fowl
cornish heath,13,noun,erica
cornish pasty,13,noun,pasty
cornishman,10,noun,englishman
cornishwoman,12,noun,englishwoman
cornmeal,8,noun,meal
cornmeal mush,13,noun,hot cereal
cornpone,8,noun,cornbread
cornsilk,8,noun,style
cornsmut,8,noun,smut
cornstalk,9,noun,stalk
cornstarch,10,noun,starch
cornu,5,noun,structure
cornucopia,10,noun,symbol|abundance
cornus,6,noun,rosid dicot genus|structure
cornus amomum,13,noun,dogwood
cornus canadensis,17,noun,dogwood
cornus florida,14,noun,dogwood
cornus mas,10,noun,dogwood
cornus obliqua,14,noun,dogwood
cornus sanguinea,16,noun,dogwood
cornus stolonifera,18,noun,dogwood
corokia,7,noun,rosid dicot genus
corolla,7,noun,coil
corollary,9,noun,consequence|inference
corona,6,noun,radiance|plant part|discharge|light|structure|cigar
corona discharge,16,noun,discharge
coronach,8,noun,song
coronal,7,noun,flower arrangement
coronal suture,14,noun,suture
coronary,8,noun,coronary heart disease;thrombosis
coronary artery,15,noun,artery
coronary artery bypass graft,28,noun,open-heart surgery
coronary artery disease,23,noun,arteriosclerosis
coronary bypass,15,noun,open-heart surgery
coronary bypass surgery,23,noun,open-heart surgery
coronary care unit,18,noun,intensive care unit
coronary failure,16,noun,failure;heart disease
coronary heart disease,22,noun,heart disease
coronary insufficiency,22,noun,insufficiency
coronary occlusion,18,noun,coronary heart disease;occlusion
coronary sinus,14,noun,venous sinus
coronary thrombosis,19,noun,coronary heart disease;thrombosis
coronary-artery disease,23,noun,sclerosis
coronate,8,verb,invest
coronation,10,noun,initiation
coroner,7,noun,investigator
coronet,7,noun,crown|animal tissue
coronilla,9,noun,shrub
coronilla varia,15,noun,coronilla
coronion,8,noun,craniometric point
coronoid process,16,noun,process
coronoid process of the mandible,32,noun,coronoid process
corozo,6,noun,palm
corozo palm,11,noun,palm
corp,4,noun,firm
corporal,8,noun,noncommissioned officer
corporal punishment,19,noun,punishment
corporality,11,noun,quality
corporate bond,14,noun,bond
corporate executive,19,noun,executive
corporate finance,17,noun,finance
corporate investor,18,noun,company
corporate trust,15,noun,consortium
corporation,11,noun,firm|belly
corporation law,15,noun,jurisprudence
corporatism,11,noun,control
corporatist,11,noun,supporter
corporeality,12,noun,quality
corposant,9,noun,discharge
corps,5,noun,army unit|body|firm
corps de ballet,15,noun,chorus
corps diplomatique,18,noun,corps
corpse,6,noun,body
corpulence,10,noun,fleshiness
corpulency,10,noun,fatness
corpus,6,noun,capital|collection|part
corpus amygdaloideum,20,noun,basal ganglion
corpus callosum,15,noun,commissure
corpus christi,14,noun,christian holy day
corpus delicti,14,noun,evidence
corpus geniculatum laterale,27,noun,geniculate body
corpus geniculatum mediale,26,noun,geniculate body
corpus luteum,13,noun,endocrine gland
corpus mamillare,16,noun,neural structure
corpus sternum,14,noun,bone
corpus striatum,15,noun,basal ganglion
corpuscle,9,noun,material|somatic cell
corpuscular radiation,21,noun,radiation
corpuscular theory,18,noun,scientific theory
corpuscular theory of light,27,noun,scientific theory
corpuscular-radiation pressure,30,noun,pressure
corrade,7,verb,wear away
corral,6,noun,pen
corral,6,verb,enclose|arrange|roll up
corrasion,9,noun,erosion
correct,7,verb,change by reversal|change|call on the carpet|balance|punish|descend|change|treat
corrected,9,verb,change by reversal|change|call on the carpet|balance|punish|descend|change|treat
correction,10,noun,improvement|indefinite quantity|editing|rebuke|drop|punishment|therapy
correctional institution,24,noun,penal institution
correctional rehabilitation,27,noun,rehabilitation
corrections,11,noun,local department|social control|improvement|indefinite quantity|editing|rebuke|drop|punishment|therapy
correctitude,12,noun,demeanor
corrective,10,noun,device
correctness,11,noun,quality|propriety
correlate,9,noun,variable
correlate,9,verb,match|associate
correlated,10,verb,match|associate
correlation,11,noun,reciprocality|parametric statistic|statistics
correlation coefficient,23,noun,parametric statistic
correlation matrix,18,noun,matrix
correlation table,17,noun,table
correlational analysis,22,noun,multivariate analysis
correlational statistics,24,noun,statistics
correlative,11,noun,variable
correlativity,13,noun,reciprocality
correspond,10,verb,equal|equal|equal
correspondence,14,noun,first class;written communication|compatibility|proportionality|spatial property|similarity
correspondence course,21,noun,course
correspondence school,21,noun,school
correspondent,13,noun,communicator|journalist
corresponding,13,verb,equal|equal|equal
corrida,7,noun,spectacle
corridor,8,noun,passageway
corrie,6,noun,basin
corrigenda,10,noun,list|error
corrigendum,11,noun,error
corroborate,11,verb,confirm|match
corroborating evidence,22,noun,evidence
corroboration,13,noun,confirmation
corrode,7,verb,damage|decay
corroded,8,verb,damage|decay
corrodentia,11,noun,animal order
corroding,9,noun,chemical process
corroding,9,verb,damage|decay
corrosion,9,noun,deterioration|chemical process
corrosive,9,noun,compound
corrosive sublimate,19,noun,sublimate
corrugate,9,verb,fold
corrugated,10,verb,fold
corrugated board,16,noun,cardboard
corrugated cardboard,20,noun,cardboard
corrugated fastener,19,noun,fastener
corrugated iron,15,noun,sheet metal
corrugation,11,noun,ridge|change of shape
